atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
2012;Contaminantes orgánicos persistentes;10 Agricultura;TCM;kg;0.00
2012;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);TCM;kg;0.00
2012;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;TRI;kg;0.00
2012;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;TRI;kg;0.00
2012;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;TRI;kg;0.00
2012;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;TRI;kg;0.00
2012;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;TRI;kg;0.00
2012;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;TRI;kg;0.00
2012;Contaminantes orgánicos persistentes;07 Transporte por carretera;TRI;kg;0.00
2012;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;TRI;kg;0.00
2012;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;TRI;kg;0.00
2012;Contaminantes orgánicos persistentes;10 Agricultura;TRI;kg;0.00
2012;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);TRI;kg;0.00
2012;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;PER;kg;0.00
2012;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;PER;kg;0.00
2012;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;PER;kg;0.00
2012;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;PER;kg;0.00
2012;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;PER;kg;0.00
2012;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;PER;kg;0.00
2012;Contaminantes orgánicos persistentes;07 Transporte por carretera;PER;kg;0.00
2012;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;PER;kg;0.00
2012;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;PER;kg;0.00
2012;Contaminantes orgánicos persistentes;10 Agricultura;PER;kg;0.00
2012;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);PER;kg;0.00
2012;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;TCB;kg;0.00
2012;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;TCB;kg;0.00
2012;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;TCB;kg;0.00
2012;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;TCB;kg;0.00
2012;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;TCB;kg;0.00
2012;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;TCB;kg;0.00
2012;Contaminantes orgánicos persistentes;07 Transporte por carretera;TCB;kg;0.00
2012;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;TCB;kg;0.00
2012;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;TCB;kg;0.00
2012;Contaminantes orgánicos persistentes;10 Agricultura;TCB;kg;0.00
2012;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);TCB;kg;0.00
2012;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;TCE;kg;0.00
2012;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;TCE;kg;0.00
2012;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;TCE;kg;0.00
2012;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;TCE;kg;0.00
2012;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;TCE;kg;0.00
2012;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;TCE;kg;0.00
2012;Contaminantes orgánicos persistentes;07 Transporte por carretera;TCE;kg;0.00
2012;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;TCE;kg;0.00
2012;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;TCE;kg;0.00
2012;Contaminantes orgánicos persistentes;10 Agricultura;TCE;kg;0.00
2012;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);TCE;kg;0.00
2012;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;DIOX;g;0.00
2012;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;DIOX;g;0.05
2012;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;DIOX;g;1.10
2012;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;DIOX;g;0.15
2012;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;DIOX;g;0.00
2012;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;DIOX;g;0.00
2012;Contaminantes orgánicos persistentes;07 Transporte por carretera;DIOX;g;0.31
2012;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;DIOX;g;0.26
2012;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;DIOX;g;0.02
2012;Contaminantes orgánicos persistentes;10 Agricultura;DIOX;g;0.02
2012;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);DIOX;g;0.00
2012;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;HAP;kg;0.00
2012;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;HAP;kg;28.90
2012;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;HAP;kg;171.25
2012;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;HAP;kg;3.13
2012;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;HAP;kg;0.00
2012;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;HAP;kg;0.00
2012;Contaminantes orgánicos persistentes;07 Transporte por carretera;HAP;kg;1068.00
2012;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;HAP;kg;4.52
2012;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;HAP;kg;0.01
2012;Contaminantes orgánicos persistentes;10 Agricultura;HAP;kg;378.76
2012;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);HAP;kg;86.32
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;SOx;t;4.16
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;SOx;t;1512.06
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;SOx;t;1543.50
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;SOx;t;67.95
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;SOx;t;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;SOx;t;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;SOx;t;36.81
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;SOx;t;353.33
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;SOx;t;2.81
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;SOx;t;16.37
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);SOx;t;0.45
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;NOx;t;254.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;NOx;t;10450.28
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;NOx;t;3086.93
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;NOx;t;106.09
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;NOx;t;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;NOx;t;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;NOx;t;36558.53
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;NOx;t;6412.48
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;NOx;t;234.76
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;NOx;t;135.40
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);NOx;t;4.43
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;COVNM;t;2.57
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;COVNM;t;1618.54
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;COVNM;t;924.31
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;COVNM;t;655.13
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;COVNM;t;1779.55
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;COVNM;t;46629.07
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;COVNM;t;4639.14
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;COVNM;t;383.69
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;COVNM;t;16.16
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;COVNM;t;310.24
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);COVNM;t;31439.45
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;CH4;t;4.99
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;CH4;t;2592.76
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;CH4;t;577.44
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;CH4;t;0.00
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;CH4;t;6047.85
2011;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;CH4;t;0.00
